track_name,artist_name,valence_%,energy_%,danceability_%,acousticness_%,instrumentalness_%,cover_url,mood
Somebody That I Used To Know,"Gotye, Kimbra",0.75,0.52,0.86,0.54,0.0,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,neutral
Tom's Diner,"AnnenMayKantereit, Giant Rooks",0.33,0.43,0.68,0.38,0.0,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c,neutral
First Class,Jack Harlow,0.32,0.56,0.91,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,neutral
Plan A,Paulo Londra,0.56,0.83,0.58,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5,neutral
Fuera del mercado,Danny Ocean,0.27,0.67,0.45,0.32,0.0,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48,neutral
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",0.59,0.83,0.81,0.09,0.0,Not Found,neutral
When You're Gone,Shawn Mendes,0.58,0.69,0.6,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,neutral
In My Head,Lil Tjay,0.41,0.55,0.68,0.16,0.0,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c,neutral
Wait a Minute!,Willow,0.63,0.71,0.76,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,neutral
LOVE DIVE,IVE,0.54,0.71,0.7,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,neutral
Pantysito,"Feid, Alejo, Robi",0.63,0.74,0.83,0.14,0.0,Not Found,neutral
Chance,Paulo Londra,0.22,0.46,0.72,0.24,0.0,https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b,neutral
Cool for the Summer,Demi Lovato,0.3,0.62,0.59,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,neutral
psychofreak (feat. WILLOW),"Camila Cabello, Willow",0.45,0.64,0.63,0.34,0.0,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,neutral
Angel Baby,Troye Sivan,0.41,0.57,0.56,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,neutral
Vampiro,"Matuï¿½ï¿½, Wiu, ",0.63,0.64,0.78,0.01,0.0,Not Found,neutral
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",0.48,0.84,0.79,0.13,0.0,Not Found,angry
Right On,Lil Baby,0.22,0.61,0.7,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,neutral
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",0.91,0.79,0.86,0.29,0.0,https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d,happy
That's Hilarious,Charlie Puth,0.55,0.44,0.71,0.74,0.0,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,neutral
Soy El Unico,Yahritza Y Su Esencia,0.63,0.45,0.71,0.45,0.0,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e,relaxed
RUMBATï¿½,Daddy Yankee,0.9,0.91,0.69,0.06,0.0,Not Found,happy
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",0.77,0.45,0.93,0.25,0.0,Not Found,relaxed
Falling,Harry Styles,0.06,0.27,0.57,0.84,0.0,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,sad
Sigue,"Ed Sheeran, J Balvin",0.59,0.64,0.89,0.05,0.0,Not Found,neutral
Fim de Semana no Rio,teto,0.28,0.5,0.87,0.12,0.0,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80,neutral
MANIAC,Stray Kids,0.71,0.8,0.58,0.15,0.0,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9,happy
There's Nothing Holdin' Me Back,Shawn Mendes,0.97,0.8,0.86,0.36,0.0,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,happy
IDGAF (with blackbear),"Blackbear, BoyWithUke",0.83,0.75,0.78,0.41,0.0,Not Found,happy
Golden,Harry Styles,0.25,0.84,0.45,0.21,0.0,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,angry
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",0.87,0.81,0.79,0.04,0.0,Not Found,happy
Ain't Shit,Doja Cat,0.62,0.49,0.86,0.51,0.0,Not Found,relaxed
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",0.73,0.72,0.91,0.13,0.0,Not Found,happy
Still Life,BIGBANG,0.24,0.58,0.68,0.44,0.0,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,neutral
Photograph,Ed Sheeran,0.2,0.38,0.61,0.61,0.0,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,sad
Love Yourself,Justin Bieber,0.53,0.38,0.61,0.84,0.0,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,neutral
N95,Kendrick Lamar,0.39,0.66,0.81,0.38,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
About Damn Time,Lizzo,0.72,0.74,0.84,0.1,0.0,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,happy
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",0.4,0.74,0.78,0.36,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,angry
Despuï¿½ï¿½s de la P,Bad Bunny,0.61,0.9,0.56,0.36,0.0,Not Found,neutral
Un Ratito,Bad Bunny,0.22,0.55,0.79,0.31,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
United In Grief,Kendrick Lamar,0.32,0.83,0.52,0.24,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,angry
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",0.5,0.78,0.55,0.19,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Yo No Soy Celoso,Bad Bunny,0.93,0.59,0.87,0.28,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
Rich Spirit,Kendrick Lamar,0.41,0.43,0.85,0.39,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",0.39,0.78,0.5,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,angry
Me Fui de Vacaciones,Bad Bunny,0.43,0.65,0.71,0.23,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
Silent Hill,"Kendrick Lamar, Kodak Black",0.78,0.57,0.92,0.46,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
La Corriente,"Tony Dize, Bad Bunny",0.58,0.79,0.66,0.23,0.0,Not Found,neutral
Count Me Out,Kendrick Lamar,0.51,0.43,0.78,0.69,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Andrea,"Buscabulla, Bad Bunny",0.45,0.62,0.8,0.76,0.0,Not Found,neutral
Dos Mil 16,Bad Bunny,0.5,0.67,0.82,0.12,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
We Cry Together,"Kendrick Lamar, Taylour Paige",0.52,0.69,0.65,0.31,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",0.66,0.71,0.61,0.53,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Un Coco,Bad Bunny,0.74,0.69,0.84,0.21,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
Otro Atardecer,"Bad Bunny, The Marï¿½ï",0.55,0.6,0.78,0.59,0.0,Not Found,neutral
Worldwide Steppers,Kendrick Lamar,0.56,0.47,0.56,0.76,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Aguacero,Bad Bunny,0.67,0.65,0.86,0.42,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",0.71,0.82,0.57,0.19,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,happy
Un Verano Sin Ti,Bad Bunny,0.41,0.5,0.5,0.69,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
ULTRA SOLO,"Polima WestCoast, Pailita",0.26,0.85,0.8,0.23,0.0,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,angry
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,0.77,0.79,0.81,0.19,0.0,Not Found,happy
El Apagï¿½,Bad Bunny,0.6,0.7,0.63,0.05,0.0,Not Found,neutral
Callaita,"Bad Bunny, Tainy",0.24,0.62,0.61,0.6,0.0,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,neutral
Dua Lipa,Jack Harlow,0.41,0.65,0.83,0.0,0.1,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,neutral
Agosto,Bad Bunny,0.72,0.58,0.85,0.09,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
House Of Memories,Panic! At The Disco,0.48,0.82,0.51,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,angry
Mr. Morale,"Kendrick Lamar, Tanna Leone",0.26,0.54,0.73,0.3,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
That That (prod. & feat. SUGA of BTS),"PSY, Suga",0.91,0.96,0.91,0.03,0.0,https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e,happy
In The Stars,Benson Boone,0.3,0.54,0.36,0.34,0.0,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,neutral
Rich - Interlude,Kendrick Lamar,0.74,0.42,0.44,0.88,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,relaxed
SUPERMODEL,Mï¿½ï¿½ne,0.8,0.88,0.64,0.0,0.0,Not Found,happy
Stefania (Kalush Orchestra),KALUSH,0.32,0.82,0.83,0.14,0.0,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,angry
Thousand Miles,The Kid Laroi,0.2,0.66,0.38,0.09,0.0,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,neutral
Crown,Kendrick Lamar,0.14,0.24,0.37,0.8,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,sad
Auntie Diaries,Kendrick Lamar,0.6,0.38,0.43,0.76,0.01,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
PUFFIN ON ZOOTIEZ,Future,0.28,0.66,0.88,0.06,0.0,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,neutral
Mirror,Kendrick Lamar,0.29,0.65,0.66,0.23,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
Beautiful Girl,Luciano,0.61,0.42,0.84,0.31,0.0,https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a,relaxed
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",0.32,0.9,0.61,0.25,0.0,https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be,angry
Savior - Interlude,Kendrick Lamar,0.83,0.43,0.66,0.84,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,relaxed
Pasoori,"Shae Gill, Ali Sethi",0.67,0.6,0.71,0.07,0.0,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,neutral
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",0.5,0.37,0.49,0.87,0.0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,neutral
TUS Lï¿½ï¿½GR,"Sech, Mora",0.45,0.71,0.68,0.18,0.0,Not Found,angry
Where Did You Go?,"MNEK, Jax Jones",0.53,0.78,0.77,0.19,0.0,Not Found,neutral
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",0.37,0.52,0.71,0.62,0.0,Not Found,neutral
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",0.82,0.66,0.82,0.13,0.0,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,neutral
ZOOM,Jessi,0.46,0.6,0.87,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,neutral
SloMo,Chanel,0.59,0.81,0.73,0.13,0.0,https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e,neutral
FEARLESS,LE SSERAFIM,0.43,0.62,0.86,0.05,0.0,https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555,neutral
10 Things I Hate About You,Leah Kate,0.45,0.79,0.54,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702,angry
SPACE MAN,Sam Ryder,0.33,0.83,0.47,0.18,0.0,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279,angry
With you,"HA SUNG WOON, Jimin",0.14,0.43,0.53,0.64,0.0,Not Found,neutral
Iris,The Goo Goo Dolls,0.49,0.72,0.32,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,angry
The Heart Part 5,Kendrick Lamar,0.79,0.81,0.76,0.18,0.0,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,happy
San Lucas,Kevin Kaarl,0.27,0.36,0.58,0.86,0.0,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812,sad
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,0.07,0.5,0.47,0.32,0.0,Not Found,neutral
Good Looking,Suki Waterhouse,0.27,0.56,0.37,0.08,0.0,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,neutral
Flowers,Lauren Spencer Smith,0.31,0.44,0.7,0.84,0.0,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,neutral
Yet To Come,BTS,0.68,0.89,0.56,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,neutral
Run BTS,BTS,0.7,0.82,0.72,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,neutral
Music For a Sushi Restaurant,Harry Styles,0.36,0.72,0.72,0.26,0.06,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,angry
Matilda,Harry Styles,0.39,0.29,0.51,0.9,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,sad
For Youth,BTS,0.29,0.51,0.63,0.43,0.0,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,neutral
Daylight,Harry Styles,0.63,0.45,0.69,0.48,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,relaxed
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,0.74,0.6,0.8,0.08,0.0,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f,neutral
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",0.15,0.56,0.88,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3,neutral
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",0.76,0.7,0.82,0.16,0.0,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd,neutral
Born Singer,BTS,0.68,0.84,0.6,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,neutral
Little Freak,Harry Styles,0.4,0.54,0.56,0.72,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,neutral
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",0.77,0.85,0.8,0.11,0.0,Not Found,happy
True Love,"Kanye West, XXXTENTACION",0.39,0.86,0.71,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,angry
Satellite,Harry Styles,0.3,0.46,0.58,0.14,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,neutral
Pass The Dutchie,Musical Youth,0.88,0.67,0.73,0.2,0.0,https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6,neutral
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",0.42,0.75,0.82,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28,angry
Love Of My Life,Harry Styles,0.2,0.54,0.56,0.67,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,neutral
Grapejuice,Harry Styles,0.88,0.72,0.65,0.36,0.14,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,happy
So Good,Halsey,0.29,0.62,0.63,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,neutral
Belly Dancer,"BYOR, Imanbek",0.42,0.8,0.85,0.06,0.0,Not Found,angry
Keep Driving,Harry Styles,0.9,0.48,0.72,0.32,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,relaxed
Cinema,Harry Styles,0.9,0.64,0.83,0.35,0.05,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,neutral
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",0.68,0.58,0.81,0.83,0.0,https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761,neutral
Only Love Can Hurt Like This,Paloma Faith,0.3,0.89,0.57,0.1,0.0,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789,angry
Hold My Hand,Lady Gaga,0.21,0.63,0.51,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a,neutral
Daydreaming,Harry Styles,0.9,0.81,0.71,0.31,0.02,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,happy
Numb,"Marshmello, Khalid",0.63,0.77,0.91,0.12,0.01,https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5,neutral
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",0.56,0.82,0.83,0.1,0.0,Not Found,neutral
Me and Your Mama,Childish Gambino,0.25,0.45,0.56,0.01,0.03,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,neutral
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",0.46,0.71,0.6,0.03,0.0,https://i.scdn.co/image/ab67616d0000b273ef4ed3c74eb9eac3754b60d2,angry
SLOW DANCING IN THE DARK,Joji,0.28,0.48,0.52,0.54,0.01,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,neutral
Antes de Perderte,Duki,0.61,0.93,0.81,0.49,0.0,https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f,neutral
Boyfriends,Harry Styles,0.32,0.2,0.42,0.94,0.0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,sad
295,Sidhu Moose Wala,0.54,0.76,0.68,0.21,0.0,https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae,neutral
Tak Ingin Usai,Keisya Levronka,0.14,0.4,0.49,0.82,0.0,https://i.scdn.co/image/ab67616d0000b2738fa475b368164ab5eebe1a8d,neutral
En El Radio Un Cochinero,Victor Cibrian,0.97,0.62,0.7,0.47,0.0,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3,neutral
Master of Puppets (Remastered),Metallica,0.59,0.83,0.54,0.0,0.44,https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa,neutral
BREAK MY SOUL,Beyoncï¿,0.87,0.88,0.7,0.04,0.0,Not Found,happy
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",0.59,0.82,0.91,0.08,0.0,Not Found,neutral
Massive,Drake,0.05,0.68,0.51,0.12,0.02,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,neutral
Betty (Get Money),Yung Gravy,0.62,0.75,0.73,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069,neutral
Ojos Marrones,Lasso,0.72,0.65,0.81,0.04,0.0,https://i.scdn.co/image/ab67616d0000b273c6fbbdf9c172f4f68a89198a,neutral
POP!,Nayeon,0.36,0.86,0.8,0.04,0.0,https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02,angry
Layla,"Schï¿½ï¿½rze, DJ R",0.41,0.92,0.44,0.0,0.0,Not Found,angry
MORE,j-hope,0.31,0.72,0.78,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2,angry
Sweet Child O' Mine,Guns N' Roses,0.67,0.9,0.45,0.09,0.11,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,neutral
Last Last,Burna Boy,0.55,0.56,0.8,0.13,0.0,https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600,neutral
SNAP,Rosa Linn,0.52,0.64,0.56,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224,neutral
Sticky,Drake,0.08,0.49,0.88,0.09,0.0,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,neutral
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",0.52,0.69,0.88,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b,neutral
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",0.83,0.57,0.95,0.54,0.0,https://i.scdn.co/image/ab67616d0000b27302c3ff07d407f3e30c395243,neutral
La Loto,"Anitta, Tini, Becky G",0.8,0.83,0.85,0.1,0.0,Not Found,happy
die first,Nessa Barrett,0.44,0.67,0.44,0.07,0.0,https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0,neutral
Afraid To Feel,LF System,0.68,0.91,0.58,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438,neutral
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",0.78,0.4,0.71,0.46,0.0,https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a,relaxed
cï¿½ï¿½mo dormi,Rels B,0.56,0.43,0.63,0.24,0.0,Not Found,neutral
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",0.94,0.87,0.77,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2738c47a33a55c6d23cc9d2cf3f,happy
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",0.18,0.46,0.72,0.07,0.0,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948,neutral
Caile,Luar La L,0.46,0.76,0.7,0.3,0.0,https://i.scdn.co/image/ab67616d0000b27305c2cc3e87e9aa15d9db3dd9,angry
Si Te La Encuentras Por Ahï¿,Feid,0.46,0.58,0.74,0.15,0.0,https://i.scdn.co/image/ab67616d0000b273b47e7b6440836be413b84c34,neutral
GIVENCHY,Duki,0.38,0.62,0.61,0.14,0.0,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4,neutral
ALIEN SUPERSTAR,Beyoncï¿,0.46,0.64,0.55,0.0,0.0,Not Found,neutral
Mary On A Cross,Ghost,0.56,0.9,0.47,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025,neutral
Attention,NewJeans,0.7,0.65,0.81,0.24,0.0,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,neutral
THE SHADE,Rex Orange County,0.73,0.51,0.9,0.39,0.0,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,neutral
"Come Back Home - From ""Purple Hearts""",Sofia Carson,0.43,0.53,0.56,0.24,0.0,https://i.scdn.co/image/ab67616d0000b27326af6664e24916047b68ab81,neutral
El Rescate,"Grupo Marca Registrada, Junior H",0.64,0.59,0.79,0.28,0.0,https://i.scdn.co/image/ab67616d0000b2731857fd24035428986c831a7f,neutral
Heartless,Kanye West,0.66,0.65,0.79,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,neutral
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",0.9,0.73,0.81,0.28,0.0,https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67,happy
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",0.71,0.75,0.77,0.33,0.01,https://i.scdn.co/image/ab67616d0000b273093a2563368d844b2a91306f,happy
JGL,"Luis R Conriquez, La Adictiva",0.97,0.59,0.7,0.55,0.0,Not Found,neutral
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",0.49,0.88,0.82,0.2,0.0,Not Found,angry
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",0.74,0.74,0.77,0.47,0.0,Not Found,happy
Hold Me Closer,"Elton John, Britney Spears",0.49,0.77,0.67,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,angry
Forget Me,Lewis Capaldi,0.72,0.74,0.67,0.3,0.0,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952,happy
After LIKE,IVE,0.8,0.92,0.68,0.1,0.0,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,happy
Bound 2,Kanye West,0.28,0.66,0.37,0.14,0.0,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,neutral
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",0.71,0.89,0.74,0.24,0.61,Not Found,happy
Talk that Talk,TWICE,0.78,0.91,0.77,0.14,0.0,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,happy
BILLIE EILISH.,Armani White,0.75,0.5,0.9,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec,neutral
Ferxxo 100,Feid,0.58,0.57,0.7,0.25,0.0,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,neutral
KU LO SA - A COLORS SHOW,Oxlade,0.79,0.66,0.65,0.31,0.0,https://i.scdn.co/image/ab67616d0000b273948cc9446ba50ec454e6804f,neutral
Prohibidox,Feid,0.52,0.8,0.65,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,neutral
